	Order QTY	Choose receptacle	Cable/Conduit Type	Brand Preference	Whip Length (ft)	Tail Length (ft)	Conduit Color	Label Color (Background/Text)	building	PDU	Panel	First Circuit	Second Circuit	Third Circuit	Cage	Cabinet Number	Included Breaker	Mounting bolt	Standard Size	Conductor AWG	Green AWG	Voltage	Current	Box	L1	L2	L3	N	E	Drawing number	Notes to Enconnex	Orderable Part number	Whip Parts Cost	Breaker Cost	Total parts Cost	Whip List	Breaker adder	List Price	Budgetary pricing text	Margin list	Margin 25% disc	Margin 40% disc		Brand options	spill->	spill->	spill->	spill->	spill->	spill->	phase type	conductor count	EGND Count	neutral	Wire Code	Wire Area/cable size	UseVoltage	plate hole	min Box Vol	Min_Conduit_Npt	Slected box code	Selected Box NPT	Box code options	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	Box options	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	Breaker options	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->				Mount option			label options	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	Wire Color Code	MCC Color Code	Conduit Color Options	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	spill->	Cable Types	spill->	spill->	spill->	spill->	spill->	spill->	Fitting Selected	Fitting Options	spill->	spill->					
11	1	L21-30R	LFMC	Best Value	106	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW106S-L2130RT-011SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 106ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
12	1	L21-30R	LFMC	Best Value	116	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW116S-L2130RT-012SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 116ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
13	1	L21-30R	LFMC	Best Value	54	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW54S-L2130RT-013SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 54ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
14	1	L21-30R	LFMC	Best Value	66	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW66S-L2130RT-014SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 66ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
15	1	L21-30R	LFMC	Best Value	52	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW52S-L2130RT-015SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 52ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
16	1	L21-30R	LFMC	Best Value	64	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW64S-L2130RT-016SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 64ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
17	1	L21-30R	LFMC	Best Value	50	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW50S-L2130RT-017SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 50ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
18	1	L21-30R	LFMC	Best Value	62	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW62S-L2130RT-018SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 62ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
19	1	L21-30R	LFMC	Best Value	66	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW66S-L2130RT-019SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 66ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
20	1	L21-30R	LFMC	Best Value	78	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW78S-L2130RT-020SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 78ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
21	1	L21-30R	LFMC	Best Value	64	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW64S-L2130RT-021SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 64ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
22	1	L21-30R	LFMC	Best Value	76	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW76S-L2130RT-022SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 76ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
23	1	L21-30R	LFMC	Best Value	62	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW62S-L2130RT-023SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 62ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
24	1	L21-30R	LFMC	Best Value	74	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW74S-L2130RT-024SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 74ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
25	1	L21-30R	LFMC	Best Value	102	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW102S-L2130RT-025SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 102ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
26	1	L21-30R	LFMC	Best Value	120	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW120S-L2130RT-026SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 120ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
27	1	L21-30R	LFMC	Best Value	104	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW104S-L2130RT-027SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 104ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
28	1	L21-30R	LFMC	Best Value	118	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW118S-L2130RT-028SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 118ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
29	1	L21-30R	LFMC	Best Value	106	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW106S-L2130RT-029SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 106ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
30	1	L21-30R	LFMC	Best Value	116	6	Grey (conduit)	White/Black (UL)											 1/2	10	10	208	30	Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Black	Red	Blue	White	Green	PWxx-L2130RT-xxSALx(001)		PW116S-L2130RT-030SAL????	#N/A	0	#N/A	#N/A	$0.00	???	Whip, L21-30R, 10AWG, White/Black (UL) Label, 1/2 LFMC Grey (conduit) 116ft+6ft tail  AL Box , List Price ???ea	#VALUE!	#VALUE!	#VALUE!		Best Value	Enconnex						3Y	3	1	1	10-4	0.1055	208	1.6	15	0.5	1G	0.5	1G	1GT	4x4							Outlet Box, Cast Aluminum, 1 gang Bell 5320 or equv	Outlet Box, Cast Aluminum, 1 gang, tabbed (Hubbell FS or equiv)	4" Square, 2 1/8" deep, Welded, raised ground							3 Pole, 30A, 240V, Bolt in, 22KA, Square D, QOB330VH	3 Pole, 30A 240V, Bolt in, 10KA, Square D, QOB330	3 Pole, 30A, 240V, Plug in, 10KA, GE/ABB, THQL32030										None	1 Bolt	2 Bolt Bracket	Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)												KRLWG		Grey (conduit)	Black (conduit)	Red (conduit)	Blue (conduit)								MCC	FMC	LFMC	LSZH	LFNC				S	R						
